Days Old,Inf,Name,Position,Nat,Age,Club,Ability,Potential,Transfer Value,Wage,Min AP,Min Fee Rls,Min Fee Rls to Foreign Clubs,Personality,Media Handling,Media Description,Expires,Left Foot,Right Foot,Av Rat,Apps,1v1,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Cnt,Cmp,Cro,Dec,Det,Dri,Fin,Fir,Fla,Han,Hea,Jum,Kic,Ldr,Lon,Mar,OtB,Pac,Pas,Pos,Ref,Sta,Str,Tck,Tea,Tec,Thr,TRO,Vis,Wor,UID,Cor,Height
-,Yth,Milo Paci,GK,FRA,17,Troyes,Unknown,Unknown,€16K - €50K,€350 p/m,-,-,-,Balanced,Media-friendly,Young goalkeeper,30/6/2025,Weak,Very Strong,-,-,8,10,8,14,10,10,9,10,9,9,7,2,12,10,3,1,1,2,9,1,9,8,11,3,1,1,9,8,10,9,9,9,1,6,8,9,8,6,6,2000187007,4,182 cm
-,,Anis Ouzenadji,D/WB/M/AM (L),FRA,16,Troyes,Unknown,Unknown,€170K - €500K,"€2,100 p/m",-,-,-,Balanced,Media-friendly,Young winger,30/6/2025,Very Strong,Weak,-,-,2,12,1,8,10,9,9,9,1,9,8,10,9,11,9,7,9,9,1,7,8,1,7,7,9,8,10,9,9,3,9,9,8,10,9,3,4,9,9,2000269832,9,185 cm
-,Yth,Théo Binon,AM (RC),FRA,16,Troyes,Unknown,Unknown,€8K - €26K,€250 p/m,-,-,-,Balanced,Level-headed,Young attacking midfielder,30/6/2026,Weak,Very Strong,-,-,1,10,3,8,10,10,8,9,1,9,9,10,10,9,9,8,10,9,1,6,7,1,8,9,6,9,10,10,8,1,11,9,7,10,10,2,3,9,10,2000297844,9,172 cm
-,Yth,Fred Ondoa,AM (R),FRA,16,Troyes,Unknown,Unknown,€100K - €300K,€250 p/m,-,-,-,Balanced,Media-friendly,Young winger,30/6/2026,Very Strong,Weak,-,-,1,11,2,9,10,11,9,9,2,8,9,9,10,11,10,10,9,10,3,7,7,1,8,8,5,10,10,9,8,3,9,10,6,9,9,3,3,10,9,2000291562,8,176 cm
-,Yth,Karamady Gassama,"DM, M (C)",FRA,16,Troyes,Unknown,Unknown,€80K - €240K,€250 p/m,-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2026,Weak,Very Strong,-,-,1,11,3,11,9,10,9,12,1,10,10,6,10,11,9,6,10,8,1,7,7,1,8,8,11,10,11,10,11,2,11,9,10,11,9,2,1,9,10,2000205084,6,169 cm
-,,Junior Olaitan,M/AM (C),BEN,21,Troyes,Unknown,Unknown,€600K - €1.9M,"€4,900 p/m",-,-,-,Fairly Determined,Media-friendly,Midfielder,30/6/2025,Reasonable,Very Strong,-,-,1,14,3,13,13,7,14,12,2,6,8,7,10,17,13,10,12,15,2,10,10,2,7,11,6,14,13,11,10,2,13,14,6,5,14,3,2,9,13,2000124946,6,174 cm
-,Wnt,Kyliane Dong,AM (RLC),FRA,18,Troyes,Unknown,Unknown,€180K - €550K,"€2,500 p/m",-,-,-,Balanced,Media-friendly,Young winger,30/6/2025,Reasonable,Very Strong,-,-,1,12,4,10,10,11,8,11,3,10,10,11,11,11,13,10,11,11,3,7,7,3,7,10,6,9,12,11,9,2,10,10,7,11,12,2,2,11,10,2000113582,10,173 cm
-,,Noah Donkor-Znamensky,D (R),FRA,16,Troyes,Unknown,Unknown,€75K - €220K,"€2,100 p/m",-,-,-,Balanced,Media-friendly,Young full-back,30/6/2024,Weak,Very Strong,-,-,1,11,1,9,10,10,9,9,1,9,8,10,9,9,9,7,10,9,3,8,8,1,8,6,11,8,11,10,9,3,9,9,10,11,9,3,1,8,10,2000269787,7,171 cm
-,,Alexis Lefebvre,ST (C),FRA,20,Troyes,Unknown,Unknown,€190K - €550K,"€2,100 p/m",-,-,-,Balanced,Media-friendly,Young striker,30/6/2024,Reasonable,Very Strong,-,-,2,13,2,10,12,12,9,11,3,9,9,11,9,10,12,12,10,10,3,7,9,1,9,9,5,9,13,10,6,3,10,9,5,11,11,2,2,10,11,49060576,8,166 cm
-,Yth,Mehdi Bernon,ST (C),FRA,17,Troyes,Unknown,Unknown,€55K - €160K,€250 p/m,-,-,-,Balanced,Media-friendly,Young striker,30/6/2025,Very Strong,Weak,-,-,1,11,1,10,10,11,9,11,1,9,10,9,9,11,10,11,10,10,1,6,6,2,8,8,5,9,11,10,9,2,10,9,7,10,11,1,1,10,10,2000237618,6,175 cm
-,,Nicolas Lemaître,GK,FRA,26,Troyes,Unknown,Unknown,€150K - €425K,"€9,750 p/m",-,-,-,Balanced,Level-headed,Goalkeeper,30/6/2026,Very Strong,Weak,-,-,12,11,13,5,12,10,13,13,11,12,12,2,11,10,1,1,7,9,12,7,13,11,8,3,3,2,10,8,9,14,13,14,2,12,7,9,10,8,11,85137934,3,189 cm
-,Wnt,Abdu Conté,D/WB (L),POR,25,Troyes,Unknown,Unknown,€1.4M - €4.3M,"€53,500 p/m",-,-,-,Fairly Professional,Reserved,Full-back,30/6/2026,Very Strong,Weak,-,-,3,12,3,12,11,13,15,14,3,13,13,13,13,13,11,7,11,10,3,11,13,1,12,6,12,12,14,13,12,4,14,15,13,13,13,1,3,13,14,55082206,12,183 cm
-,Yth,Jounayd Mimouni,AM (R),FRA,17,Troyes,Unknown,Unknown,€9K - €26K,€350 p/m,-,-,-,Balanced,Media-friendly,Young winger,30/6/2025,Very Strong,Reasonable,-,-,1,12,3,8,9,9,9,8,3,8,8,8,8,9,9,7,8,9,2,6,8,2,8,8,6,9,11,8,8,3,9,9,6,9,10,1,3,9,9,2000187528,8,173 cm
-,,Abdoulaye Ndiaye,D (C),SEN,21,Troyes,Unknown,Unknown,€2.4M - €7M,"€16,500 p/m",-,-,-,Balanced,Level-headed,Centre-back,30/6/2028,Very Strong,Weak,-,-,3,10,1,13,9,12,13,14,4,12,9,5,12,12,11,5,11,5,2,13,14,2,11,5,11,8,10,12,13,2,13,15,11,11,11,1,1,11,12,12092872,7,190 cm
-,,Eric N'Jo,D (RC),FRA,19,Troyes,Unknown,Unknown,€140K - €425K,"€2,100 p/m",-,-,-,Balanced,Media-friendly,Young centre-back,30/6/2025,Weak,Very Strong,-,-,3,11,1,10,11,11,12,11,1,10,10,9,9,9,9,7,10,9,3,11,11,1,12,7,11,8,11,10,11,3,11,11,11,11,11,1,2,8,10,2000023360,6,187 cm
-,,Landry N'Dri Guessan,AM (L),CIV,16,Troyes,Unknown,Unknown,€120K - €350K,"€2,100 p/m",-,-,-,Balanced,Media-friendly,Young winger,30/6/2025,Very Strong,Weak,-,-,1,10,1,9,10,10,9,9,3,9,9,9,10,10,10,9,10,11,2,7,8,2,8,9,7,9,10,11,9,1,9,9,7,10,11,3,2,12,10,2000269802,8,172 cm
-,,Ryan Guerda,ST (C),FRA,16,Troyes,Unknown,Unknown,€70K - €210K,"€2,100 p/m",-,-,-,Balanced,Media-friendly,Young striker,30/6/2024,Reasonable,Very Strong,-,-,1,11,3,9,10,10,9,9,3,9,8,9,9,11,10,11,9,9,1,7,8,3,8,8,5,8,10,10,8,2,10,9,7,9,9,2,2,9,10,2000269826,8,171 cm
-,Yth,Emmanuel Lubanzadio Lubaki,"DM, M (C)",FRA,17,Troyes,Unknown,Unknown,€45K - €130K,€350 p/m,-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2025,Weak,Very Strong,-,-,1,11,3,9,11,11,9,10,1,9,9,7,9,10,9,7,11,9,1,8,9,3,8,10,9,11,11,10,10,2,12,9,8,9,9,2,2,8,9,2000187511,7,175 cm
-,Yth,Florian Rombogouera,AM (RL),FRA,17,Troyes,Unknown,Unknown,€100K - €300K,€350 p/m,-,-,-,Balanced,Media-friendly,Young winger,30/6/2025,Very Strong,Weak,-,-,3,11,1,9,11,10,9,10,1,9,9,10,9,10,10,8,9,10,3,7,7,2,7,8,6,8,11,10,8,2,10,9,6,10,10,3,3,10,9,2000290214,10,176 cm
-,Wnt,Thierno Baldé,D/WB (R),FRA,21,Troyes,Unknown,Unknown,€2.1M - €6.4M,"€26,500 p/m",-,-,-,Balanced,Level-headed,Full-back,30/6/2027,Weak,Very Strong,-,-,1,15,4,10,13,11,12,12,1,10,11,12,11,5,11,7,12,9,2,11,11,2,8,8,12,10,16,12,12,2,12,12,12,12,11,2,2,10,11,49048440,7,182 cm
-,,Mehdi Tahrat,"D (C), DM",ALG,33,Troyes,Unknown,Unknown,€140K - €425K,"€24,500 p/m",-,-,-,Balanced,Level-headed,Experienced centre-back,30/6/2024,Weak,Very Strong,-,-,2,11,2,10,9,12,14,14,1,12,13,10,11,14,10,6,11,8,1,13,15,3,12,7,13,8,12,12,12,2,13,15,13,15,12,2,3,11,13,85117115,3,193 cm
-,Yth,Nino Cornuau Djodjevic,GK,FRA,15,Troyes,Unknown,Unknown,€190K - €550K,€250 p/m,-,-,-,Balanced,Media-friendly,Young goalkeeper,30/6/2027,Weak,Very Strong,-,-,9,13,8,6,13,4,5,15,8,8,1,1,13,11,3,2,1,1,8,1,10,8,6,1,2,9,13,8,7,10,1,3,3,6,3,7,9,5,5,2000269844,4,189 cm
-,,Youssouf M'Changama,"DM, M/AM (C)",COM,32,Troyes,Unknown,Unknown,€500K - €1.5M,"€41,000 p/m",-,-,-,Fairly Professional,Reserved,Experienced midfielder,30/6/2025,Weak,Very Strong,-,-,2,13,2,9,15,13,12,11,2,10,12,12,12,13,12,9,13,14,1,6,7,3,12,14,7,12,14,13,9,3,16,10,8,13,13,1,4,13,13,85059267,13,175 cm
-,Yth,Almami Touré,GK,FRA,16,Troyes,Unknown,Unknown,€110K - €325K,€250 p/m,-,-,-,Balanced,Media-friendly,Young goalkeeper,30/6/2026,Reasonable,Very Strong,-,-,9,12,10,12,15,8,7,9,9,6,6,3,14,10,3,2,1,2,9,1,10,10,4,3,2,1,13,9,8,10,1,5,2,7,5,9,9,6,5,2000187522,3,187 cm
-,Yth,Tom Chupin,D/WB (L),FRA,17,Troyes,Unknown,Unknown,€150K - €450K,€350 p/m,-,-,-,Balanced,Media-friendly,Young full-back,30/6/2025,Very Strong,Reasonable,-,-,3,11,2,9,9,10,9,9,1,10,8,10,10,10,10,6,10,9,2,8,8,3,10,5,10,9,11,9,10,1,10,9,9,9,10,2,1,9,9,2000237612,5,188 cm
-,Loa,Kouadou Jaures Assoumou,"AM (RL), ST (C)",CIV,20,Troyes,Unknown,Unknown,€95K - €300K,"€2,100 p/m",-,-,-,Balanced,Media-friendly,Young winger,30/6/2026,Reasonable,Very Strong,-,-,3,12,2,10,11,9,9,10,1,9,11,11,9,11,11,10,9,10,3,7,7,1,7,9,6,9,12,9,8,2,10,10,7,9,11,1,3,10,10,2000158202,9,167 cm
-,Wnt,Luka Ilić,"M (C), AM (RLC)",SRB,24,Troyes,Unknown,Unknown,€250K - €750K,"€43,500 p/m",-,-,-,Balanced,Level-headed,Attacking midfielder,30/6/2024,Very Strong,Fairly Strong,-,-,2,13,1,10,13,11,13,11,1,11,11,12,12,12,13,11,12,14,1,11,11,2,10,10,6,11,13,13,10,1,13,11,6,13,13,1,2,13,10,62164327,10,182 cm
-,,Xavier Chavalerin,"DM, M (C)",FRA,32,Troyes,Unknown,Unknown,€650K - €1.9M,"€50,000 p/m",-,-,-,Fairly Determined,Level-headed,Experienced midfielder,30/6/2024,Very Strong,Weak,-,-,2,12,2,13,12,13,13,13,1,13,13,12,12,15,12,8,13,14,3,10,10,1,12,12,12,12,12,13,13,2,16,12,13,14,13,3,3,13,13,85053724,13,179 cm
-,,Noa Cervantes,M/AM (L),ALG,20,Troyes,Unknown,Unknown,€450K - €1.4M,"€6,500 p/m",-,-,-,Balanced,Media-friendly,Winger,30/6/2028,Very Strong,Reasonable,-,-,3,12,1,8,14,9,10,6,3,10,11,13,10,14,15,13,15,14,2,7,8,1,13,10,6,9,12,11,9,2,11,6,10,10,11,2,3,8,11,73201850,9,175 cm
-,Yth,Louis Varela,D (C),FRA,17,Troyes,Unknown,Unknown,€70K - €220K,€350 p/m,-,-,-,Balanced,Media-friendly,Young centre-back,30/6/2025,Weak,Very Strong,-,-,3,11,1,12,9,10,10,11,1,9,9,6,9,10,7,6,11,9,2,9,8,3,10,5,11,10,11,10,11,4,10,9,10,10,9,3,2,9,11,2000207327,5,186 cm
-,Yth,Vincenzo Taschetta,D (L),GER,17,TSG Hoffenheim,Unknown,Unknown,€30K - €95K,€275 p/m,-,-,-,Balanced,Media-friendly,Young full-back,30/6/2024,Very Strong,Reasonable,-,-,4,14,2,5,14,8,7,8,1,12,5,11,12,9,6,1,7,5,2,6,5,2,5,2,5,3,14,5,10,3,7,7,11,7,7,2,3,4,7,2000311595,6,177 cm
-,Inj,Dennis Geiger,"DM, M (C)",GER,25,TSG Hoffenheim,Unknown,Unknown,€3.2M - €9.4M,"€166,000 p/m",-,-,-,Fairly Determined,Outspoken,Defensive midfielder,30/6/2027,Reasonable,Very Strong,-,-,1,11,1,17,14,12,14,16,3,12,15,12,13,16,11,8,15,12,2,7,6,3,12,11,12,9,11,15,13,1,14,10,13,16,15,2,2,14,16,91143563,15,173 cm
-,Yth,Kevin Malaka,GK,GER,15,TSG Hoffenheim,Unknown,Unknown,€230K - €700K,€275 p/m,-,-,-,Balanced,Level-headed,Promising goalkeeper,30/6/2026,Fairly Strong,Very Strong,-,-,9,11,12,9,12,7,6,11,11,8,1,3,12,3,3,2,1,1,12,1,10,12,7,2,2,3,9,10,6,12,1,5,2,6,1,5,12,5,4,2000312591,4,189 cm
-,,Sékou Tandiang,M (C),FRA,17,TSG Hoffenheim,Unknown,Unknown,€40K - €130K,"€2,800 p/m",-,-,-,Fairly Determined,Level-headed,Young midfielder,30/6/2024,Reasonable,Very Strong,-,-,3,14,1,6,10,9,8,5,1,6,7,4,6,15,4,3,14,5,2,7,8,1,3,7,11,11,13,10,6,4,12,5,8,7,15,2,2,7,13,2000197376,6,183 cm
-,Yth,Tebo Gabriel,D (C),EGY,17,TSG Hoffenheim,Unknown,Unknown,€30K - €95K,€275 p/m,-,-,-,Balanced,Media-friendly,Young centre-back,30/6/2024,Fairly Strong,Very Strong,-,-,2,13,4,8,13,9,7,8,3,5,7,6,13,13,1,2,5,5,3,13,5,3,8,6,13,4,13,7,13,1,4,5,13,6,6,2,1,3,7,2000311596,2,179 cm
-,,Tim Philipp,GK,GER,17,TSG Hoffenheim,Unknown,Unknown,€85K - €250K,"€2,900 p/m",-,-,-,Balanced,Level-headed,Young goalkeeper,30/6/2025,Reasonable,Very Strong,-,-,8,11,6,10,14,10,7,9,10,13,2,1,13,13,1,3,3,3,13,1,8,11,11,2,1,2,12,10,9,13,1,5,1,7,4,6,15,6,6,2000197352,3,180 cm
-,,Diren Dağdeviren,DM,TUR,18,TSG Hoffenheim,Unknown,Unknown,€40K - €130K,"€2,800 p/m",-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2024,Fairly Strong,Very Strong,-,-,1,13,3,9,11,8,9,9,1,6,10,8,15,10,5,6,12,7,1,8,9,2,2,8,10,6,10,9,8,1,9,11,11,9,13,3,1,11,14,2000197374,4,180 cm
-,,Luca Philipp,GK,GER,22,TSG Hoffenheim,Unknown,Unknown,€65K - €200K,"€33,000 p/m",-,-,-,Fairly Professional,Reserved,Goalkeeper,30/6/2024,Weak,Very Strong,-,-,12,9,13,14,13,10,12,13,12,12,12,1,10,14,1,1,8,6,12,5,16,12,8,1,2,2,10,11,12,14,10,12,1,12,10,12,15,10,11,91207263,3,192 cm
-,Wnt,Maximilian Beier,"AM (RL), ST (C)",GER,20,TSG Hoffenheim,Unknown,Unknown,€5.2M - €15.5M,"€54,000 p/m",-,€20M,-,Professional,Reserved,Striker,30/6/2025,Reasonable,Very Strong,-,-,4,16,2,13,14,12,8,13,3,10,11,8,10,16,12,12,11,14,3,12,11,2,10,11,7,12,17,11,7,3,12,9,8,13,12,1,1,10,16,91207281,8,185 cm
-,,Ozan Kabak,D (C),TUR,23,TSG Hoffenheim,Unknown,Unknown,€9.2M - €28M,"€166,000 p/m",-,-,-,Fairly Determined,"Outspoken, Media-friendly",Powerful centre-back,30/6/2026,Reasonable,Very Strong,-,-,3,13,1,16,11,13,14,16,2,12,12,6,12,15,12,6,12,11,1,16,16,2,11,6,14,8,13,12,14,1,12,15,15,12,12,1,1,11,13,70110530,3,187 cm
-,,Kevin Akpoguma,"D (RC), WB (R)",NGA,28,TSG Hoffenheim,Unknown,Unknown,€2.7M - €8.2M,"€125,000 p/m",-,-,-,Fairly Determined,Media-friendly,Centre-back,30/6/2026,Reasonable,Very Strong,-,-,1,14,2,16,12,12,13,16,3,12,11,10,12,15,12,6,11,10,1,14,15,4,7,7,13,12,15,12,13,2,14,14,16,13,11,2,3,11,15,91109389,3,192 cm
-,Yth,Matthew Moore,"DM, M/AM (C)",IRL,16,TSG Hoffenheim,Unknown,Unknown,€130K - €400K,€275 p/m,-,-,-,Fairly Professional,Media-friendly,Young midfielder,30/6/2025,Weak,Very Strong,-,-,2,12,2,10,12,8,8,9,2,8,9,8,8,13,12,8,12,13,2,6,6,1,11,8,8,8,11,12,10,4,11,6,11,11,12,2,1,12,12,2000263164,10,169 cm
-,Yth,Blessing Makanda,AM (R),GER,17,TSG Hoffenheim,Unknown,Unknown,€150K - €425K,€275 p/m,-,-,-,Balanced,Level-headed,Young winger,30/6/2024,Reasonable,Very Strong,-,-,3,12,3,11,9,7,7,8,2,5,6,12,13,5,14,12,14,10,2,7,13,3,7,8,7,11,11,11,6,3,10,5,8,8,11,2,1,11,13,2000311601,8,189 cm
-,,Pavel Kadeřábek,D/WB (R),CZE,31,TSG Hoffenheim,Unknown,Unknown,Not for Sale,"€166,000 p/m",-,-,-,Resolute,Reserved,Attacking full back,30/6/2025,Reasonable,Very Strong,-,-,1,13,1,13,11,13,16,15,1,12,11,15,12,16,11,8,11,10,1,14,13,1,12,11,12,15,13,11,13,3,16,13,12,15,11,3,1,11,17,25019787,6,182 cm
-,,Julian Justvan,"WB (RL), M/AM (C)",GER,25,TSG Hoffenheim,Unknown,Unknown,€1.4M - €4.3M,"€83,000 p/m",-,-,-,Fairly Professional,Level-headed,Midfielder,30/6/2027,Very Strong,Reasonable,-,-,1,15,2,11,15,11,9,11,3,10,12,13,11,14,14,10,13,15,1,8,7,3,6,8,9,12,15,13,9,2,14,8,10,15,13,2,1,13,14,91157973,13,177 cm
-,Yth,Leonard Krasniqi,AM (L),GER,17,TSG Hoffenheim,Unknown,Unknown,€110K - €350K,€275 p/m,-,-,-,Balanced,Level-headed,Young winger,30/6/2024,Very Strong,Fairly Strong,-,-,2,13,3,15,13,7,7,3,1,5,4,11,10,5,13,11,9,12,4,5,6,1,11,5,5,7,13,8,6,1,7,1,3,7,9,2,1,4,12,2000312585,7,170 cm
-,,Andrej Kramarić,"M/AM (C), ST (C)",CRO,32,TSG Hoffenheim,Unknown,Unknown,Not for Sale,"€332,000 p/m",-,-,-,Fairly Professional,Level-headed,Experienced striker,30/6/2025,Fairly Strong,Very Strong,-,-,2,13,2,13,14,13,12,11,1,11,16,12,13,13,13,13,16,16,3,13,10,2,13,12,8,13,13,14,8,2,14,11,8,12,16,1,3,14,15,24004434,13,177 cm
-,Yth,David Girmann,D (R),GER,17,TSG Hoffenheim,Unknown,Unknown,€130K - €400K,€275 p/m,-,-,-,Balanced,Media-friendly,Young full-back,30/6/2024,Fairly Strong,Very Strong,-,-,2,15,2,7,14,6,4,9,3,9,9,13,15,5,5,6,8,7,3,7,9,3,3,5,11,6,14,8,9,3,6,6,12,9,7,2,1,5,9,2000311594,9,178 cm
-,Yth,Tiago Poller,M (C),GER,16,TSG Hoffenheim,Unknown,Unknown,€650K - €1.9M,€275 p/m,-,-,-,Balanced,Media-friendly,Promising midfielder,30/6/2025,Strong,Very Strong,-,-,3,13,1,9,10,7,5,7,3,4,6,6,8,10,5,6,13,5,2,5,15,1,1,8,10,7,13,13,7,2,9,6,11,7,13,3,3,10,12,2000259409,6,188 cm
-,,Nahuel Noll,GK,GER,20,TSG Hoffenheim,Unknown,Unknown,€1.8M - €5.4M,"€21,000 p/m",-,-,-,Spirited,"Evasive, Reserved",Goalkeeper,30/6/2025,Weak,Very Strong,-,-,13,8,12,13,13,9,11,13,11,11,12,2,10,13,2,2,10,10,12,7,13,14,8,12,2,3,9,12,13,13,10,10,1,12,10,12,15,11,12,2000069202,2,188 cm
-,Wnt,Robert Skov,"WB (RL), M/AM (R)",DEN,27,TSG Hoffenheim,Unknown,Unknown,€2.7M - €8.2M,"€166,000 p/m",-,-,-,Fairly Sporting,Level-headed,Winger,30/6/2024,Very Strong,Reasonable,-,-,3,13,2,12,13,13,12,11,3,12,13,13,12,12,12,10,13,14,3,7,10,2,7,15,9,16,14,13,10,2,13,11,11,13,14,1,1,13,12,27094768,15,185 cm
-,,Max Moerstedt,ST (C),GER,17,TSG Hoffenheim,Unknown,Unknown,€1.1M - €3.4M,"€10,000 p/m",-,-,-,Ambitious,Media-friendly,Promising striker,30/6/2024,Weak,Very Strong,-,-,2,10,2,8,10,8,12,11,2,10,11,6,8,11,10,12,12,14,2,12,15,1,4,7,3,11,11,12,4,1,11,11,4,10,13,1,2,12,8,2000230641,1,194 cm
-,Inj,Kevin Vogt,"D (C), DM, M (C)",GER,31,TSG Hoffenheim,Unknown,Unknown,€1.8M - €5.4M,"€166,000 p/m",-,-,-,Fairly Determined,Level-headed,Centre-back,30/6/2025,Reasonable,Very Strong,-,-,1,12,2,16,9,15,16,12,2,12,16,8,13,15,10,6,13,10,3,12,14,1,15,6,13,10,15,15,15,3,12,15,12,16,13,1,4,14,12,91004433,3,194 cm
-,,Briek Morel,D (RC),BEL,17,TSG Hoffenheim,Unknown,Unknown,€35K - €110K,"€2,800 p/m",-,-,-,Balanced,Level-headed,Young centre-back,30/6/2024,Weak,Very Strong,-,-,3,11,1,12,7,7,7,8,2,10,7,10,14,8,6,4,8,5,1,14,3,3,4,1,11,6,10,3,14,1,10,3,13,6,6,2,1,6,7,2000182993,4,170 cm
-,Yth,Alex Honajzer,M (C),CZE,17,TSG Hoffenheim,Unknown,Unknown,€28K - €85K,€275 p/m,-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2024,Reasonable,Very Strong,-,-,1,10,1,15,12,5,4,7,3,4,13,2,8,8,7,7,10,5,2,6,11,1,1,11,4,5,11,14,4,2,7,6,8,7,14,2,4,14,12,2000311593,3,183 cm
-,,Mërgim Berisha,"AM (LC), ST (C)",GER,25,TSG Hoffenheim,Unknown,Unknown,€14M - €42M,"€208,000 p/m",-,-,-,Ambitious,Outspoken,Striker,30/6/2027,Fairly Strong,Very Strong,-,-,4,12,2,17,12,13,15,15,3,12,13,10,13,16,12,14,14,15,3,13,13,2,7,11,7,14,14,12,7,1,13,14,8,15,14,1,3,12,15,16170434,13,186 cm
-,Wnt,Marco John,D/WB (L),GER,21,TSG Hoffenheim,Unknown,Unknown,€2.5M - €7.4M,"€54,000 p/m",-,-,-,Spirited,"Evasive, Unflappable",Attacking full back,30/6/2025,Very Strong,Reasonable,-,-,2,12,2,11,12,12,12,15,1,12,13,13,12,13,12,7,12,13,1,7,9,1,12,8,10,12,14,13,11,1,14,10,14,12,13,2,3,13,14,91187801,15,184 cm
-,,Tom Bischof,"DM, M/AM (C)",GER,18,TSG Hoffenheim,Unknown,Unknown,€3.9M - €12M,"€62,500 p/m",-,-,-,Fairly Ambitious,Level-headed,Midfielder,30/6/2025,Very Strong,Weak,-,-,2,11,2,12,12,9,12,10,3,11,12,12,11,13,12,10,14,13,3,6,7,1,10,10,9,10,10,15,10,1,11,8,10,11,15,3,1,15,11,2000147056,15,176 cm
-,,Izzet Ali Erdal,D (C),TUR,18,TSG Hoffenheim,Unknown,Unknown,€35K - €100K,"€2,800 p/m",-,-,-,Balanced,Level-headed,Young centre-back,30/6/2024,Weak,Very Strong,-,-,1,11,3,7,10,9,12,10,3,9,13,5,10,13,6,2,10,5,2,12,13,2,10,4,8,9,12,9,10,3,9,12,14,9,8,1,2,3,10,2000197259,5,186 cm
-,,Ricardo Wagner,"AM (RL), ST (C)",GER,18,TSG Hoffenheim,Unknown,Unknown,€85K - €250K,"€8,250 p/m",-,-,-,Balanced,Media-friendly,Young striker,30/6/2025,Very Strong,Weak,-,-,3,13,1,7,11,9,8,11,2,8,9,7,7,13,12,12,12,13,2,8,9,2,3,11,4,13,13,11,4,3,9,9,5,9,13,1,3,11,10,2000147148,7,178 cm
-,,Finn Becker,"DM, M/AM (C)",GER,23,TSG Hoffenheim,Unknown,Unknown,€1.5M - €4.6M,"€70,500 p/m",-,-,-,Fairly Professional,Level-headed,Midfielder,30/6/2026,Very Strong,Reasonable,-,-,2,13,2,13,15,12,11,12,3,12,13,11,12,13,14,9,13,14,3,7,8,2,7,10,10,13,13,13,11,2,13,8,11,14,14,2,3,13,14,91184463,12,177 cm
-,Loa,Ferdinand Gebert,GK,GER,17,TSG Hoffenheim,Unknown,Unknown,€450K - €1.3M,€275 p/m,-,-,-,Balanced,Media-friendly,Promising goalkeeper,30/6/2024,Very Strong,Fairly Strong,-,-,7,13,13,14,13,5,7,15,8,7,7,3,13,11,1,1,3,2,9,1,15,11,11,2,3,3,11,10,5,13,2,5,2,7,1,5,11,6,6,2000311597,4,189 cm
-,,Benedikt Huber,"DM, M (C)",AUT,18,TSG Hoffenheim,Unknown,Unknown,€28K - €85K,"€2,800 p/m",-,-,-,Balanced,Media-friendly,Young midfielder,30/6/2024,Reasonable,Very Strong,-,-,3,14,2,10,10,5,9,8,1,9,9,7,11,14,4,8,11,5,3,7,8,1,9,9,7,7,9,14,10,2,10,6,13,8,10,1,3,8,13,2000093099,7,179 cm
-,,Kelven Frees,"D (C), DM",GER,18,TSG Hoffenheim,Unknown,Unknown,€120K - €375K,"€6,750 p/m",-,-,-,Fairly Ambitious,Media-friendly,Young centre-back,30/6/2026,Reasonable,Very Strong,-,-,3,9,3,12,8,8,12,12,3,11,9,6,8,12,8,5,9,7,2,13,18,2,8,5,12,7,11,10,12,3,9,12,12,12,10,2,2,9,11,2000196886,1,202 cm
-,,Anton Stach,"DM, M/AM (C)",GER,24,TSG Hoffenheim,Unknown,Unknown,€11M - €33M,"€166,000 p/m",-,-,-,Professional,"Evasive, Reserved",Midfielder,30/6/2027,Fairly Strong,Very Strong,-,-,2,12,1,16,11,13,13,15,2,12,13,9,12,19,12,8,12,13,1,12,16,3,11,13,13,12,15,13,13,3,14,14,13,16,13,2,1,13,17,91194540,14,193 cm
-,,Yannis Hör,D (C),GER,18,TSG Hoffenheim,Unknown,Unknown,€12K - €35K,"€2,800 p/m",-,-,-,Fairly Determined,Level-headed,Young centre-back,30/6/2024,Very Strong,Weak,-,-,3,13,3,6,14,7,8,9,1,5,6,1,13,16,4,1,4,5,4,13,6,3,9,5,14,4,12,6,14,1,5,5,13,7,5,2,1,4,5,2000197355,3,184 cm
-,Yth,Jamie Wähling,M (C),GER,16,TSG Hoffenheim,Unknown,Unknown,€120K - €375K,€275 p/m,-,-,-,Fairly Determined,Media-friendly,Promising midfielder,30/6/2025,Reasonable,Very Strong,-,-,3,13,2,14,13,9,7,7,3,4,12,7,13,17,4,7,14,5,2,1,7,3,11,6,10,5,12,10,5,2,9,7,7,6,10,3,2,14,11,2000311592,7,176 cm
-,,Paul Hennrich,"M (C), AM (RLC)",GER,18,TSG Hoffenheim,Unknown,Unknown,€50K - €150K,"€2,900 p/m",-,-,-,Balanced,Level-headed,Young attacking midfielder,30/6/2024,Very Strong,Weak,-,-,3,13,3,6,14,8,9,8,1,9,4,10,14,7,11,9,13,15,3,6,6,1,7,9,7,9,12,11,9,3,8,5,9,13,10,1,3,13,13,2000197375,7,179 cm
